"HonestPre";"ActuallyAre";"HACCT_9";"HACCT_14";"HACCT_22";"HACCT_30";"HACCT_10";"HACCT_1";"HACCT_43";"HACCT_26";"HACCT_2";"HACCT_6";"HACCT_25";"HACCT_49";"HACCT_AttentionHA";"Guide_1";"Guide_2";"Guide_3";"Guide_4";"Guide_5";"Guide_6";"Guide_7";"Guide_8";"GuideNY";"TACCT_10";"TACCT_13";"TACCT_19";"TACCT_23";"TACCT_26";"TACCT_31";"TACCT_35";"TACCT_38";"TACCT_41";"TACCT_49";"TACCT_AttentionTA";"RCI_1";"RCI_2";"RCI_3";"RCI_4";"RCI_5";"RCI_6";"RCI_7";"RCI_8";"RCI_9";"RCI_10";"STI_1";"STI_2";"STI_3";"STI_4";"STI_5";"STI_6";"STI_7";"STI_8";"AcctTo_1";"AcctTo_2";"AcctGod0no1yes";"AcctTo_3";"AcctTo_4";"AcctTo_5";"AcctTo_6";"AcctTo_7";"AcctTo_8";"AcctTo_9";"R_S_2x2";"R_S_Slider_4";"R_S_Slider_5";"Member";"Repair_AttentionRepair";"bNeutral";"RepX2_2new";"RepX2_3new";"RepX2_4new";"RepX2_12new";"RepX2_20new";"RepX2_17new";"RepX2_16new";"RepX2_5new";"RepX2_6new";"RepX2_9new";"RepX2_AttentionRepX2";"bfi1";"bfi2";"bfi2r";"bfi3";"bfi4";"bfi5";"bfi6";"bfi6r";"bfi7";"bfi8";"bfi8r";"bfi9";"bfi9r";"bfi10";"bfi11";"bfi12";"bfi12r";"bfi13";"bfi14";"bfi15";"bfi16";"bfi17";"bfi18";"bfi18r";"bfi19";"bfi20";"bfi21";"bfi21r";"bfi22";"bfi23";"bfi23r";"bfi24";"bfi24r";"bfi25";"bfi26";"bfi27";"bfi27r";"bfi28";"bfi29";"bfi30";"bfi31";"bfi31r";"bfi32";"bfi33";"bfi34";"bfi34r";"bfi35";"bfi35r";"bfi36";"bfi37";"bfi37r";"bfi38";"bfi39";"bfi40";"bfi41";"bfi41r";"bfi42";"bfi43";"bfi43r";"bfi44";"MLQ_MLQp1";"MLQ_MLQs2";"MLQ_MLQs3";"MLQ_MLQp4";"MLQ_MLQp5";"MLQ_MLQp6";"MLQ_MLQs7";"MLQ_MLQs8";"MLQ_MLQp9doR";"MLQ9rev";"MLQ_MLQs10";"FLmo_1";"FLmo_2";"FLmo_3";"FLmo_4";"FLmo_5";"FLmo_6";"FLmo_7";"FLmo_8";"FLmo_9";"FLmo_10";"FLmo_11";"FLmo_12";"FLmo_13";"FLmo_14";"SD_3";"SD_6";"SD_10";"SD_12";"SD_13";"SD13rev";"SD_15";"SD_16";"SD16rev";"SD_19";"SD_21";"SD21rev";"SD_26";"SD26rev";"SD_28";"SD_30";"SD_33";"SD33rev";"SDsumraw";"SDTotalUse";"Predict";"RepX2Tot6";"FLmoTot";"MLQPresence";"MLQSearch";"RCI10Tot";"STISpiritual";"STIGod";"STItot";"bfia";"bfic";"bfie";"bfin";"bfio";"HAcct11Tot";"TAcct10Tot"
1;1;5;4;4;4;3;5;5;5;4;4;3;4;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;4;4;5;3;2;2;5;3;4;1;5;4;2;5;5;4;2;NA;5;3;6;6;5;4;6;5;5;5;1;1;0;NA;NA;NA;NA;NA;NA;NA;1;76;79;2;1;2;5;5;5;5;4;4;5;5;5;5;1;5;5;1;3;3;2;2;4;5;4;2;4;2;3;3;4;2;4;3;3;2;5;5;1;3;3;3;3;2;1;5;5;1;3;2;1;5;1;5;1;5;1;5;5;5;1;3;3;3;2;4;2;2;2;4;2;3;2;4;1;6;6;4;4;2;1;5;4;3;5;2;5;4;3;2;1;0;5;5;3;3;2;0;5;3;1;1;1;1;1;2;1;1;2;1;1;2;1;2;1;2;1;2;19;6;1;28;41;18;21;NA;22;20;42;3,55555555555556;3;2,875;2,5;2,3;47;37
1;1;4;5;5;5;4;4;5;5;5;4;5;5;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;5;5;5;4;5;5;5;5;5;1;3;2;4;5;4;3;4;2;2;1;6;5;5;5;6;5;5;5;1;1;1;1;1;1;NA;NA;1;NA;1;71;100;1;1;2;4;5;5;4;5;5;5;5;5;5;1;4;1;5;4;5;4;5;1;4;3;3;2;4;4;4;1;5;5;3;4;4;5;1;5;5;4;5;1;5;1;5;3;3;3;3;3;3;4;3;4;4;2;5;4;4;2;3;3;4;1;5;2;4;4;3;3;5;2;4;3;5;7;7;5;5;4;5;6;4;4;5;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;2;1;2;2;1;2;2;1;2;1;2;2;2;1;2;23;10;1;28;3;23;30;30;22;20;42;4,66666666666667;4;2,875;3,625;3,6;51;49
1;1;4;5;4;4;5;3;5;4;5;5;5;4;2;NA;NA;NA;1;NA;1;NA;NA;2;3;2;3;3;3;3;3;3;4;3;1;2;1;2;1;2;2;1;1;2;1;4;2;4;3;4;3;4;3;1;NA;0;NA;NA;1;NA;NA;1;NA;3;10;70;1;1;2;4;5;4;4;4;4;5;5;5;5;1;4;3;3;5;4;3;3;3;4;4;2;2;4;5;3;3;3;5;3;3;3;4;3;3;4;3;3;3;2;3;3;3;3;2;3;2;4;5;4;4;3;3;4;3;3;3;3;3;4;3;3;3;3;4;3;3;3;2;4;3;4;5;4;3;5;4;6;5;5;3;5;2;3;1;3;0;2;2;1;3;3;1;2;4;0;2;1;1;2;2;1;1;1;2;1;1;2;2;1;1;1;2;1;17;4;1;25;27;19;25;15;16;11;27;3,33333333333333;3,66666666666667;3,25;3,5;3,3;48;30
1;1;4;3;4;4;4;3;5;5;5;5;5;5;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;4;4;5;3;4;4;4;4;4;1;2;2;2;2;1;2;1;3;2;1;4;5;5;5;5;5;5;5;1;1;1;1;1;1;1;NA;1;NA;3;22;71;1;1;2;5;4;5;5;5;5;5;5;5;5;1;4;2;4;4;1;5;3;3;4;3;3;3;3;4;4;2;4;5;4;5;4;4;2;4;3;4;2;4;4;2;4;3;3;4;4;3;3;5;2;4;2;4;5;5;3;3;4;2;4;2;4;4;3;3;3;3;4;2;4;4;3;5;5;4;4;3;5;6;4;4;6;3;4;4;4;2;3;4;3;4;5;5;5;5;3;2;1;2;2;2;1;2;1;2;2;1;2;1;2;2;2;1;2;24;11;1;29;54;18;27;18;19;20;39;4;4,22222222222222;3,875;2,75;3,8;47;41
1;1;2;2;1;4;5;4;5;5;5;4;4;5;2;1;1;1;1;1;1;NA;NA;2;4;5;5;4;5;4;5;5;5;4;1;4;5;4;3;3;5;4;3;4;3;6;6;5;5;5;4;4;4;1;1;1;1;1;1;1;1;1;NA;2;26;77;2;1;2;2;1;5;4;1;2;1;1;1;1;1;5;1;5;5;1;5;5;1;5;5;1;4;2;4;5;4;2;4;1;1;1;1;4;2;3;5;1;5;5;1;5;1;5;1;5;5;1;1;5;5;4;2;5;1;1;5;1;5;1;1;5;5;1;5;5;1;1;1;5;1;6;6;6;4;5;5;5;6;6;2;6;4;4;4;4;4;4;3;4;4;5;5;4;4;4;1;1;2;2;1;2;1;1;2;1;1;2;1;2;1;2;2;1;20;7;1;15;57;22;29;38;20;19;39;3,33333333333333;3,22222222222222;3,125;2,875;3,3;42;46
1;1;4;3;5;3;4;3;4;4;5;5;5;4;2;1;NA;NA;NA;NA;NA;1;NA;2;5;5;4;5;4;5;4;4;4;5;1;5;5;5;4;4;5;4;5;4;3;5;5;4;5;4;5;4;3;1;1;1;1;1;1;1;NA;1;NA;2;69;12;2;1;2;5;4;4;4;4;5;5;4;4;5;1;4;5;1;4;5;3;2;4;4;5;1;1;5;5;1;3;3;5;4;2;2;3;5;1;5;5;2;4;3;5;1;2;4;2;2;3;3;4;5;4;3;3;4;3;2;4;4;2;3;4;2;3;4;3;2;4;4;3;3;2;3;6;6;2;1;1;6;7;7;1;6;1;2;2;0;2;0;1;1;0;1;0;2;1;1;1;1;1;1;2;1;1;2;1;1;2;1;2;1;1;1;2;1;13;0;1;26;14;8;31;44;17;18;35;3;2,77777777777778;2,875;4,5;3,2;44;45
1;1;5;5;3;5;5;5;5;4;5;4;5;5;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;5;5;5;5;4;4;4;5;5;1;1;1;3;4;3;4;4;3;3;4;6;6;5;5;5;4;5;5;1;1;1;1;1;NA;1;1;1;NA;2;69;44;1;1;2;5;5;5;5;4;4;4;5;5;5;1;1;1;5;5;4;3;3;3;5;3;3;2;4;5;4;3;3;5;5;5;5;5;1;5;5;5;5;1;5;1;5;4;2;3;4;1;5;2;2;2;5;1;5;5;5;1;3;3;3;1;5;3;5;3;4;2;5;5;1;3;7;1;1;7;7;7;1;1;1;7;1;4;5;3;5;3;1;5;3;3;3;5;5;5;4;2;2;1;2;1;2;2;1;2;2;1;2;2;1;1;2;2;1;22;9;1;28;54;35;5;30;21;20;41;4,77777777777778;3,77777777777778;2,75;3,5;3,4;51;47
1;1;3;4;5;3;4;5;5;5;5;5;5;5;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;5;5;5;5;5;5;5;5;5;1;1;5;2;5;5;5;5;1;2;1;6;6;6;6;5;5;5;5;1;1;1;1;NA;1;NA;1;1;NA;3;30;95;2;1;2;4;4;5;4;4;4;5;5;5;5;1;3;4;2;5;1;4;4;2;3;1;5;4;2;5;3;1;5;5;2;5;3;4;1;5;2;5;4;2;4;1;5;4;2;5;4;3;3;5;3;4;3;3;4;5;3;3;3;3;3;4;2;4;2;4;2;4;4;1;5;1;5;3;4;5;6;6;3;3;2;6;2;5;5;5;4;3;1;4;3;4;4;4;5;5;5;2;2;2;2;2;1;2;1;2;1;2;1;2;1;1;1;2;1;19;6;1;25;57;28;15;32;22;22;44;3,44444444444444;4,88888888888889;2,875;2,125;4;49;50
1;1;4;5;5;2;5;2;5;4;4;2;4;4;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;5;4;5;4;4;5;3;4;4;1;1;1;4;4;4;2;4;5;3;1;5;6;4;6;5;5;4;6;1;NA;1;1;NA;1;NA;NA;1;NA;1;100;100;1;1;2;3;2;4;5;4;3;3;4;3;4;1;3;4;2;5;1;3;3;3;4;2;4;3;3;5;4;3;3;5;4;4;2;1;1;5;3;5;3;3;2;1;5;4;2;3;2;3;3;4;2;3;5;1;3;4;3;3;4;2;3;2;4;3;3;3;2;4;3;2;4;3;2;4;5;3;4;3;4;6;4;4;4;4;4;3;3;1;0;2;1;4;5;2;1;4;3;2;1;2;2;2;1;1;1;2;2;1;2;2;1;1;2;2;1;20;7;1;21;37;16;23;29;18;23;41;2,77777777777778;4,33333333333333;2,625;2,625;3,5;42;43
1;1;4;4;5;4;4;5;5;5;5;5;5;5;2;1;NA;NA;NA;NA;NA;NA;NA;2;4;3;4;4;4;4;4;4;4;4;1;1;1;1;1;1;2;1;2;1;1;4;4;3;3;3;4;4;3;1;NA;0;NA;NA;1;NA;NA;1;NA;3;18;86;1;1;2;4;5;5;5;5;5;5;5;5;5;1;4;2;4;5;2;5;4;2;4;2;4;4;2;4;4;1;5;5;2;4;4;4;1;5;1;1;3;3;4;1;5;5;1;4;5;2;4;4;3;4;4;2;5;5;5;1;5;1;4;1;5;5;1;4;2;4;4;1;5;3;2;2;2;2;2;1;3;3;1;7;3;3;4;3;3;4;1;0;1;5;5;3;5;5;3;2;2;2;2;1;2;2;1;2;2;1;2;2;1;1;1;1;2;23;10;1;29;45;14;13;12;14;14;28;4,33333333333333;4,77777777777778;3,5;1,625;3,4;51;39
1;1;4;4;4;4;4;4;4;4;4;3;3;3;2;1;NA;NA;NA;NA;NA;NA;NA;2;4;4;4;4;4;4;4;4;4;4;1;1;5;4;4;4;1;1;4;2;1;5;5;3;5;4;5;5;5;1;1;1;1;NA;NA;NA;NA;1;NA;1;90;91;1;1;2;4;4;3;4;3;3;4;4;3;4;1;2;2;4;4;2;2;4;2;4;2;4;2;4;2;4;1;5;4;4;2;4;4;4;2;2;2;4;2;4;4;2;4;2;2;2;2;4;2;2;2;4;2;4;4;3;3;3;3;2;1;5;3;2;2;2;4;3;2;4;2;6;6;6;5;6;5;6;4;2;6;6;3;3;3;0;0;3;3;3;3;0;3;3;3;3;1;1;2;1;1;2;2;1;2;2;1;2;1;2;2;2;1;2;23;10;1;21;33;28;28;27;17;20;37;4,11111111111111;3,22222222222222;2,5;2,625;2,3;42;40
1;1;3;3;4;3;3;3;3;4;3;3;3;2;2;1;NA;NA;NA;NA;NA;NA;NA;2;3;3;3;3;3;4;4;3;3;3;1;3;3;4;2;3;4;4;3;3;3;3;4;4;5;4;5;5;5;1;1;0;NA;NA;1;NA;NA;1;NA;1;69;62;1;1;2;4;4;4;3;4;4;4;4;4;4;1;2;2;4;5;2;3;5;1;3;3;3;4;2;4;3;2;4;3;2;3;4;4;1;5;3;4;5;1;3;1;5;3;3;4;3;2;4;3;4;3;4;2;3;4;4;2;3;3;2;3;3;3;2;3;2;4;4;2;4;3;5;6;5;5;6;4;5;6;4;4;4;3;3;3;3;3;2;2;2;3;3;2;3;3;3;2;1;1;1;1;2;1;1;2;1;1;2;1;2;1;2;1;2;20;7;1;23;38;24;26;32;16;19;35;3,55555555555556;3,88888888888889;2,25;2,5;3,4;34;32
1;1;3;3;4;4;3;4;3;5;4;4;5;5;2;1;NA;NA;NA;NA;NA;NA;NA;2;3;3;4;4;3;4;4;4;3;4;1;2;1;3;2;2;3;2;2;3;1;4;4;3;5;4;4;3;3;NA;NA;0;NA;NA;1;NA;NA;NA;NA;4;0;10;1;1;2;4;4;5;4;5;5;4;5;5;4;1;2;2;4;3;3;3;5;1;4;3;3;4;2;3;3;2;4;4;4;3;3;5;5;1;4;3;5;1;5;4;2;3;3;2;2;3;3;4;4;2;4;2;5;4;5;1;4;2;2;3;3;3;4;3;4;2;4;4;2;1;2;5;4;5;4;4;5;5;4;4;5;3;2;1;1;1;2;2;1;1;3;3;1;1;1;1;1;1;2;1;2;1;2;1;2;1;2;2;1;1;2;2;1;18;5;1;27;23;19;24;21;14;16;30;4,11111111111111;2,88888888888889;2;3,125;2,4;42;36
1;1;5;4;5;4;5;3;5;5;4;5;5;5;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;5;4;5;4;5;5;5;5;5;1;5;2;4;3;4;1;2;5;5;1;6;6;5;6;6;6;6;6;1;1;1;1;1;1;NA;NA;1;NA;1;82;81;2;1;2;5;5;5;5;5;3;5;5;5;5;1;3;4;2;5;2;4;5;1;5;3;3;2;4;5;1;1;5;5;4;5;4;5;3;3;4;3;5;1;5;4;2;3;3;4;4;3;3;4;4;5;5;1;5;5;4;2;5;1;5;4;2;1;1;4;3;3;2;2;4;4;3;7;7;4;3;2;6;5;4;4;7;2;3;0;0;2;0;1;4;2;3;0;5;3;1;1;2;1;2;1;2;2;1;2;2;1;2;1;2;1;2;1;2;23;10;1;28;26;16;32;32;23;24;47;3,77777777777778;3,55555555555556;2,5;3;3,8;50;48
1;1;4;4;4;3;4;4;4;4;4;4;4;4;2;NA;NA;NA;1;NA;NA;NA;NA;2;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;0;NA;NA;NA;NA;NA;1;NA;4;0;0;1;1;2;4;4;4;4;4;4;4;4;4;4;1;4;2;4;4;2;4;2;4;4;3;3;4;2;5;5;2;4;4;4;5;5;4;2;4;3;5;2;4;3;2;4;3;3;5;4;4;2;4;4;5;4;2;4;4;4;2;3;3;4;2;4;4;2;4;1;5;3;3;3;5;5;5;5;5;5;5;5;5;2;6;5;4;4;4;3;3;3;3;3;3;3;3;4;4;4;1;1;1;1;1;2;1;2;1;1;1;2;2;1;1;1;2;1;15;2;1;24;48;26;25;10;4;4;8;3,55555555555556;3,77777777777778;4;2,75;4,6;43;18
1;1;4;4;5;5;4;4;5;5;5;5;5;4;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;5;5;5;5;5;5;4;5;4;1;3;5;4;4;3;5;4;5;4;3;6;6;5;6;6;6;6;6;1;1;1;1;1;1;NA;1;1;NA;3;29;72;2;1;2;4;4;5;4;5;4;4;5;5;5;1;5;4;2;5;4;5;2;4;5;5;1;2;4;5;4;1;5;5;5;5;4;5;4;2;4;5;2;4;4;4;2;4;2;5;4;5;1;5;5;5;4;2;5;4;2;4;5;1;4;4;2;4;4;4;1;5;4;4;2;5;6;6;5;6;6;6;5;3;1;7;1;3;5;4;5;5;1;3;0;3;4;5;4;4;5;1;1;1;2;1;2;2;1;2;2;2;1;2;1;1;1;2;1;18;5;1;26;51;31;20;40;23;24;47;3,66666666666667;3,33333333333333;3,875;4;4,5;50;48
1;1;3;4;4;4;4;4;5;4;4;4;5;5;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;4;4;4;4;5;4;4;5;4;1;4;4;4;4;4;4;3;3;3;3;5;5;5;5;5;5;5;5;NA;NA;1;1;NA;NA;NA;1;1;NA;2;92;54;1;1;2;4;4;4;4;4;4;4;4;4;4;1;4;2;4;5;1;3;3;3;4;1;5;4;2;4;4;1;5;5;2;3;4;4;4;2;3;4;2;4;4;1;5;4;2;4;3;4;2;4;2;4;4;2;4;4;4;2;4;2;4;4;2;4;4;4;4;2;4;1;5;3;5;6;6;6;6;6;5;5;1;7;5;4;4;4;4;4;4;4;4;4;5;4;4;4;4;1;2;1;1;1;2;2;1;2;1;1;2;1;2;1;1;2;1;19;6;1;24;57;30;27;36;20;20;40;3,66666666666667;4,33333333333333;3,5;2,25;3,3;45;43
1;1;4;5;5;5;5;4;5;5;5;4;5;3;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;5;5;4;4;5;5;5;5;5;1;2;2;4;3;5;4;4;3;3;1;5;6;5;6;6;5;4;5;NA;NA;1;1;NA;1;NA;NA;1;NA;3;60;95;1;1;2;4;5;5;4;4;4;3;4;4;4;1;5;3;3;5;2;4;2;4;4;3;3;4;2;5;4;3;3;5;3;4;5;5;1;5;2;5;2;4;4;1;5;3;3;5;4;5;1;5;4;4;1;5;4;4;3;3;4;2;5;3;3;5;2;5;1;5;5;2;4;4;5;6;7;4;5;6;7;6;1;7;5;4;5;5;4;4;4;4;3;3;5;3;5;4;4;2;1;1;1;1;2;2;2;1;1;1;2;2;1;2;1;1;2;19;6;1;26;57;27;31;31;20;22;42;3,55555555555556;4,55555555555556;4,5;2,625;4,3;50;48
1;1;4;4;5;5;5;5;5;5;5;5;3;5;2;1;NA;NA;NA;NA;NA;NA;NA;2;3;2;3;4;3;3;4;4;3;3;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;2;3;3;1;1;NA;0;NA;NA;1;NA;NA;1;NA;4;1;10;1;1;2;5;5;5;5;5;5;5;5;5;5;1;3;2;4;5;2;3;4;2;4;3;3;2;4;3;4;2;4;5;4;3;3;2;1;5;2;3;2;4;5;1;5;2;4;3;3;2;4;5;2;2;3;3;4;3;2;4;3;3;3;2;4;4;3;3;1;5;4;3;3;3;4;5;5;3;4;3;5;5;2;6;5;4;4;4;2;3;2;2;1;4;4;3;3;3;3;1;2;2;2;1;2;2;1;2;2;2;1;2;1;2;2;1;2;23;10;1;30;42;20;25;10;7;8;15;3,88888888888889;4,22222222222222;3,125;3,125;3,1;53;32
1;1;3;3;4;4;4;4;4;5;4;4;5;5;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;5;5;5;4;5;4;5;5;5;1;1;5;4;5;5;2;3;5;3;3;6;6;5;6;6;6;6;6;1;NA;1;1;NA;NA;NA;1;1;NA;1;95;96;2;1;2;4;5;5;5;4;4;5;5;4;4;1;3;2;4;5;1;5;5;1;5;1;5;5;1;4;4;1;5;5;1;4;5;4;3;3;4;4;5;1;4;2;4;3;3;4;3;2;4;5;3;4;3;3;5;5;4;2;5;1;2;4;2;4;3;3;3;3;4;3;3;2;6;6;6;6;7;5;6;5;2;6;4;4;5;5;2;3;3;4;3;3;3;3;3;4;4;1;2;2;2;1;2;2;1;2;2;1;2;2;1;2;1;2;1;22;9;2;27;49;30;27;36;23;24;47;4,11111111111111;4,33333333333333;2,75;2,25;3,4;44;48
1;1;4;4;5;5;5;3;4;3;4;4;3;3;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;5;4;4;3;4;4;3;3;4;1;3;1;3;4;3;4;4;3;3;2;6;6;6;5;5;6;4;5;1;1;1;1;1;1;NA;NA;1;NA;3;20;80;1;1;2;3;3;3;3;3;3;3;4;3;3;1;4;3;3;3;4;4;3;3;4;3;3;2;4;5;3;2;4;5;5;4;3;3;1;5;4;5;3;3;5;3;3;3;3;4;3;3;3;3;4;4;4;2;5;3;4;2;3;3;4;4;2;3;4;3;2;4;4;4;2;3;4;7;7;2;2;1;6;7;4;4;7;3;3;1;0;0;2;4;1;3;3;0;0;2;0;1;2;1;1;1;2;1;2;1;2;1;2;2;1;1;1;1;2;18;5;1;18;22;13;34;30;21;22;43;3,66666666666667;3,33333333333333;3,125;3,75;3,9;44;39
1;1;4;4;4;4;4;4;4;4;4;4;4;4;2;1;NA;NA;NA;NA;NA;NA;NA;2;4;3;3;4;4;4;5;4;3;4;1;2;1;3;4;3;4;4;4;5;3;5;5;4;4;5;4;4;3;1;NA;0;NA;NA;NA;NA;NA;1;NA;2;91;11;1;1;2;4;4;3;5;3;4;4;4;3;5;1;5;3;3;4;1;4;4;2;4;5;1;5;1;4;4;3;3;4;4;5;4;3;4;2;4;5;4;2;4;4;2;4;2;2;4;4;2;4;4;3;4;2;5;4;4;2;4;2;5;3;3;3;4;4;4;2;2;5;1;4;5;4;4;5;5;5;5;5;6;2;6;3;3;3;1;2;3;4;4;3;3;3;3;4;3;2;1;2;1;1;2;1;1;2;1;2;1;1;2;1;1;1;2;19;6;1;23;42;22;24;33;18;16;34;3,22222222222222;2,77777777777778;3,5;2,75;3,5;44;38
1;1;3;4;4;4;2;3;4;4;4;3;4;4;2;1;NA;NA;NA;NA;NA;NA;NA;2;3;4;3;4;3;2;2;3;3;4;1;1;1;1;1;1;1;1;2;1;1;3;1;1;2;1;1;1;1;1;NA;0;NA;NA;1;NA;NA;1;NA;2;15;0;1;1;2;2;2;3;2;3;2;3;3;3;2;1;2;2;4;4;2;2;4;2;4;4;2;4;2;2;4;3;3;4;4;2;2;4;3;3;2;2;4;2;4;4;2;4;2;2;2;2;4;3;4;2;4;2;4;3;4;2;4;2;4;2;4;4;4;2;4;2;4;3;3;2;3;5;3;3;4;3;5;3;5;3;4;3;0;3;1;1;2;3;0;4;3;4;3;3;2;2;1;2;2;1;2;2;2;1;1;2;1;1;2;1;2;1;2;21;8;1;14;32;16;20;11;6;5;11;3,88888888888889;3,11111111111111;2,5;2,75;2;39;31
1;1;4;5;4;5;5;3;5;4;5;5;3;3;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;5;4;5;4;4;4;4;3;4;1;2;1;3;3;2;2;2;3;1;1;5;4;5;5;5;4;3;2;1;NA;1;1;NA;1;NA;NA;1;NA;3;20;70;1;1;2;3;4;4;4;1;1;4;4;3;4;1;4;1;5;5;4;4;4;2;5;5;1;5;1;5;1;1;5;5;4;4;2;5;4;2;1;5;4;2;4;4;2;5;1;4;5;4;2;5;4;3;4;2;5;5;5;1;2;4;4;4;2;4;1;4;2;4;5;3;3;1;5;2;3;2;5;4;4;2;2;6;2;3;3;3;3;4;1;3;3;4;4;4;3;4;3;2;1;2;2;1;2;1;2;1;2;1;2;1;2;2;2;2;1;22;9;1;17;45;22;13;20;18;15;33;4,22222222222222;3,55555555555556;2,75;2,125;3,8;48;42
1;1;4;5;4;4;4;3;5;4;5;4;5;5;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;5;5;5;5;4;4;4;4;4;1;1;1;2;1;1;1;1;2;1;1;5;5;5;5;5;5;5;5;1;NA;0;NA;NA;1;NA;1;1;NA;3;5;96;1;1;2;4;4;4;4;4;4;4;4;4;4;1;4;2;4;5;1;4;2;4;4;3;3;5;1;4;4;1;5;5;2;4;4;4;2;4;2;5;3;3;4;2;4;4;2;4;4;2;4;5;2;5;3;3;5;5;4;2;5;1;4;2;4;5;2;3;1;5;4;2;4;5;6;5;6;5;6;5;6;5;2;6;5;4;4;4;4;4;3;3;3;4;4;4;3;4;3;1;1;2;2;1;2;2;1;2;2;1;2;2;1;1;2;2;1;21;8;2;24;51;28;27;12;20;20;40;4,22222222222222;4,44444444444444;3,75;1,75;4;47;45
1;1;4;3;4;5;3;4;3;4;4;3;4;4;2;NA;NA;NA;NA;NA;NA;1;NA;2;4;4;3;3;4;4;4;3;4;4;1;2;2;2;3;4;3;4;4;3;4;5;4;3;5;4;4;4;5;1;1;0;NA;NA;NA;NA;NA;NA;NA;1;80;64;1;1;2;4;3;4;4;5;5;4;4;4;3;1;4;2;4;4;4;4;2;4;4;2;4;3;3;4;5;2;4;5;2;3;3;4;2;4;2;3;1;5;2;2;4;4;2;4;4;2;4;4;4;4;1;5;3;4;4;2;4;2;2;3;3;4;4;3;2;4;2;2;4;4;6;5;4;5;3;6;3;6;5;3;3;4;4;4;3;3;3;4;4;3;3;3;4;4;3;1;1;2;2;1;2;2;1;2;2;1;2;2;1;2;2;2;1;22;9;1;25;49;23;21;31;16;18;34;3,33333333333333;4,11111111111111;4;2,875;3,5;41;37
1;1;4;4;5;5;5;5;4;5;5;4;5;5;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;5;5;5;5;5;5;5;5;5;1;3;3;4;5;5;1;4;4;4;4;5;6;5;5;5;5;5;6;1;1;1;1;NA;1;1;1;1;NA;1;91;91;2;1;2;5;5;5;5;5;5;5;5;5;5;1;4;1;5;4;1;1;4;2;5;4;2;2;4;4;4;1;5;5;4;4;4;4;2;4;4;2;4;2;4;2;4;2;4;2;2;1;5;4;4;4;2;4;1;4;4;2;4;2;4;1;5;5;4;4;2;4;5;4;2;4;5;5;5;5;5;5;5;5;5;3;5;5;5;NA;3;0;5;5;3;5;5;4;5;4;4;2;2;2;1;1;2;2;1;2;1;1;2;2;1;2;2;1;2;23;10;1;30;NA;23;25;37;20;22;42;4,33333333333333;3,77777777777778;3,25;3,375;3,1;51;50
1;1;3;4;4;5;5;4;5;5;3;5;3;4;2;NA;NA;NA;NA;NA;NA;1;NA;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;0;NA;NA;1;NA;1;1;NA;4;0;0;1;1;2;4;4;5;3;4;3;4;5;3;4;1;1;2;4;4;1;2;5;1;3;2;4;5;1;4;1;1;5;5;2;4;1;2;2;4;2;2;5;1;4;3;3;4;2;3;3;4;2;3;2;2;4;2;3;4;4;2;3;3;2;2;4;4;2;4;2;4;4;3;3;2;3;6;6;3;2;5;6;5;6;2;5;3;4;3;1;0;0;0;1;3;3;1;1;1;1;1;1;1;2;2;1;2;1;2;1;1;2;2;1;2;1;1;2;19;6;1;23;22;15;28;13;4;4;8;3,44444444444444;3,77777777777778;1,5;1,75;3;47;10
1;1;4;5;5;5;5;4;5;3;5;5;4;5;2;NA;NA;NA;NA;NA;1;NA;NA;2;5;4;5;4;5;3;3;4;2;3;1;1;1;1;1;4;2;1;2;1;1;4;4;5;4;6;2;4;2;1;1;0;NA;NA;1;NA;NA;1;NA;3;1;100;1;1;2;5;4;4;5;4;5;5;3;4;5;1;4;1;5;5;3;4;3;3;3;4;2;2;4;5;3;1;5;5;4;4;3;3;1;5;5;5;3;3;2;3;3;5;1;5;2;1;5;5;4;5;3;3;4;5;3;3;1;5;3;1;5;5;4;5;2;4;4;2;4;4;7;5;3;7;7;7;2;5;1;7;4;3;5;5;1;0;0;3;1;4;5;3;4;5;5;2;2;1;1;1;2;2;1;2;2;1;2;2;1;2;2;1;2;23;10;1;27;44;35;19;15;19;12;31;4;4,33333333333333;3;3,5;4,6;51;38
